"ID","gender","age","plz","urban","edu","member","donation","no_ag","income_","drought","flood","climate","water","wtp_all","SQR","SQR_1km","SQR_10km","SQR_20km","SQR_33km","howas","DIM2014","DIM2007","DIM2000","SMI_Min","Nitrate_RG","xcoor","ycoor","flooded"
69,1,31,50933,1,1,0,0,0,7000,0.3605475175,0.12893929702148,0.690682850692484,2.76742590151748,3.94759556673144,94.0263157894737,94.1842105263158,85.6683053788317,82.3289187907873,83.8813018199772,5,0.310204082,0.333333333,0.38869258,0.013202350586653,FALSE,-254387.7991127,-79.0803962,TRUE
70,1,44,50374,1,0,0,0,1,500,0.3384170082,0.3058133791354,0.21920987789469,1.62790591963942,2.49134618486951,81.4140513696838,82.7186955105174,87.162342434907,82.0256666208035,81.2526082656882,1,0.146938776,0.166666667,0.208480565,0.024083510041237,TRUE,-262848.9418626,-16343.5040813,TRUE
71,0,48,10553,1,0,0,0,1,500,0.3076863164,-0.180008917015377,-0.113180842277447,-1.82462182633302,-1.81012526922584,NA,NA,47.1499996185303,49.9293523562157,48.6866424472938,0,0.714285714,0.777777778,1,0.01753568276763,FALSE,191271.9109245,173770.3899591,FALSE
72,0,43,85467,1,0,0,0,1,2250,0.2742120057,-0.038962140832473,0.71832265436456,-0.863413286865508,0.090159232366579,65.38235477903,64.0928409352022,64.4590631421103,65.4649751105842,66.4141686654092,0,0.07755102,0.092592593,0.091872792,0.016481509432197,FALSE,99087.4749098,-305496.3319832,FALSE
73,0,63,40699,1,0,1,1,1,4250,0.3246893889,-0.059284802855168,0.532537774253055,4.8868052439494,5.68474760424729,70.388,69.0992509363296,68.8034732799812,72.1559569336865,77.5367467020214,0,0.204081633,0.211111111,0.229681979,0.013113629072905,TRUE,-249250.7222145,30216.4973438,FALSE
74,0,28,68642,1,0,0,0,1,4250,0.3172312088,-0.301747054180194,0.424014688659571,0.372210756352788,0.811709599632165,63.3030569501918,63.6377974973906,66.1042288046315,66.8287155917483,64.2102128759631,0,0.334693878,0.333333333,0.35335689,0.007479622960091,TRUE,-146420.6222651,-148895.4523714,FALSE
75,1,20,48607,0,0,0,0,1,7000,0.3471948608,0.25109319392723,0.499030500517355,2.42989615220194,3.52721470744653,65.5626812027272,65.5714634437871,63.6535354530525,61.4958971431688,60.6428113379861,0,0.167346939,0.151851852,0.151943463,0.004790778737515,TRUE,-226484.0573605,139967.2199247,FALSE
76,1,25,99085,1,1,0,1,0,1750,0.4155927027,-0.093937357797622,1.02641480301909,1.38014722996197,2.72821737788344,77.089552238806,73.6207865168539,82.8637638104302,83.9261186691583,81.7441759949987,9,0.542857143,0.57037037,0.583038869,0.026748282834888,TRUE,39051.2588588,-348.7567495,TRUE
77,0,63,80689,1,1,0,0,1,500,0.3041485963,0.258848660149332,0.652522447083938,3.22622446330403,4.4417441668373,68.75,69.34375,68.4282407407407,67.8450960494153,68.4566241099012,55,0.008163265,0.007407407,0.007067138,0.029805313795805,FALSE,73450.252739,-318475.5673231,TRUE
78,1,55,25524,1,0,0,1,1,1250,0.3577548786,0.235242702474997,0.389916779666693,2.94734544739666,3.93025980813835,61.9475806451613,62.0449826989619,63.3320709827759,64.0131159809947,64.8074539676985,0,0.093877551,0.088888889,0.084805654,0.016539325937629,TRUE,-64186.7741571,325853.4980292,FALSE
79,0,19,42281,1,0,1,1,0,1250,0.3468207998,0.14083509690355,0.41299094806616,1.51645037850117,2.41709722327088,NA,43.0583839416504,52.0866759999593,63.3282129679443,66.8701108928074,0,0.06122449,0.055555556,0.053003534,0.011472332291305,FALSE,-230653.2719643,37095.8601689,FALSE
80,1,62,55126,1,1,0,1,1,2250,0.3694938182,0.268771319482713,0.434991597348198,2.75394153533278,3.82719827036369,NA,75.3909093683416,65.5760242737664,63.5591746751824,59.307801481132,0,0.383673469,0.388888889,0.427561837,0.02331100217998,TRUE,-167105.6575353,-110293.8802733,FALSE
81,1,30,23554,1,0,0,0,1,4250,0.3722115914,-0.053056821368153,0.876614543970625,0.672493089426398,1.86826240342887,NA,59.4000015258789,62.1325673826589,63.9705683922631,63.4071588177624,0,0.044897959,0.044444444,0.042402827,0.007246376946568,FALSE,11927.7211789,321470.908535,FALSE
82,0,19,93155,1,0,0,1,1,1250,0.3247573996,-0.161299562128455,0.310870795055602,4.49215075088147,4.96647938340862,43.3952631347481,43.3604023008917,42.5644817684291,47.0152249660471,53.1710728829982,0,0.216326531,0.203703704,0.19434629,0.044805571436882,FALSE,92374.4583387,-216473.5794791,FALSE
83,0,25,18055,1,0,0,0,0,4250,0.3826762273,0.195124427398503,0.121410149195063,2.62793122612411,3.32714203001768,63.125,65.3271028037383,65.5229258969501,62.739692400538,61.9258867608658,0,0.285714286,0.262962963,0.25795053,0.008173611946404,FALSE,109094.0912229,344255.4584474,FALSE
84,1,25,94339,1,0,1,1,1,3000,0.3327282189,0.336085205028258,0.42855625376511,4.14767583301656,5.24504551070993,70.5863486842105,70.5272120786517,72.3485856406568,71.9952173913152,71.1023410012502,0,0.151020408,0.151851852,0.159010601,0.035293407738209,TRUE,148759.666921,-245544.2217517,FALSE
85,1,34,19053,1,0,0,1,1,1250,0.3312805821,0.234237292156284,0.227164597363607,1.45979292016099,2.25247539178088,NA,60,59.6772958656211,57.8211671883159,57.6340010384814,0,0.012244898,0.014814815,0.014134276,0.00724638113752,FALSE,59969.3238229,292321.7119396,FALSE
86,0,61,22965,1,1,0,0,1,7000,0.3414723321,0.274456953460162,0.556210236431947,4.75818095451334,5.93032047650545,65.0318181818182,63.3343653250774,65.8677074774035,65.4116917511408,63.9801246419028,0,0.159183673,0.174074074,0.183745583,0.007246376946568,FALSE,-10156.7895863,299783.7442193,FALSE
87,1,31,35075,0,0,1,0,1,4250,0.3966236099,0.300605004608573,0.565361267751538,0.929284957986336,2.19187484024645,31.6490149016332,32.7837278648045,41.056302124451,50.4101137168374,53.4915496997227,0,0.236734694,0.218518519,0.236749117,0.02338270843029,FALSE,-135221.374942,-23041.1941836,FALSE
88,1,61,60385,1,1,0,0,1,4250,0.2929814299,0.093212581141027,0.63425484690461,4.37680260609131,5.39725146403695,NA,57.5,77.726970539725,73.8500224845793,66.8889936592362,2,0.240816327,0.237037037,0.250883392,0.019267257302999,TRUE,-127624.4351703,-95684.1630186,TRUE
89,0,27,87435,1,1,0,0,0,3000,0.3316889573,0.272509192108102,0.369049863718019,1.72614970562186,2.69939771874798,NA,NA,NA,65.7857142857143,72.8276785714286,3,0,0,0,9.7296971944e-05,FALSE,-14668.716206,-365735.5861866,TRUE
90,0,32,71332,1,0,0,0,1,3000,0.3176314636,0.11096206060808,0.777867785790651,5.58208821527712,6.78854952527585,70.2788315878974,68.7968545729114,67.6165669128813,59.8733171788574,58.7725165603557,0,0.020408163,0.02962963,0.028268551,0.017180241644382,FALSE,-87547.6261368,-240702.8886253,FALSE
91,0,66,77694,1,0,0,0,1,2250,0.3523508295,0.498807055787385,0.401720941271172,1.25860722291603,2.51148604947459,70.3229571984436,70.1421499292786,70.41665,69.8531441717791,70.8030688805451,0,0.126530612,0.17037037,0.265017668,0.007306548301131,TRUE,-195586.7810033,-266466.9499114,FALSE
92,0,49,68163,1,0,0,0,1,4250,0.4124952723,0.176606954368891,0.226470531628469,1.55430238328785,2.36987514158521,70.835293489344,71.511841924567,67.1471205298164,68.4480231691171,67.4124130668166,0,0.028571429,0.037037037,0.053003534,0.007261947263032,TRUE,-144543.3310828,-168195.5997015,FALSE
93,0,56,85055,1,1,0,1,0,7000,0.3592522576,0.279706943755926,0.17114859128352,1.85225942559417,2.66236721823362,72.5460829493088,73.2500214082649,65.354904566619,59.515294631605,56.303052956319,4,0.008163265,0.007407407,0.007067138,0.019289344549179,FALSE,69414.984346,-245561.6901018,TRUE
94,0,22,39116,1,0,0,0,1,1250,0.3642135766,0.143667220639061,0.65285885398678,2.75409329104943,3.91483294227527,96.7128712871287,96.5837104072398,92.7296243384496,85.9893286363134,80.7496247774224,69,0.244897959,0.22962963,0.293286219,0.021895106881857,TRUE,72575.198256,121515.3617547,TRUE
